Data,Total
2024-10-01,572.0
2024-10-02,558.0
2024-10-03,336.0
2024-10-04,544.0
2024-10-05,591.0
2024-10-06,908.0
2024-10-08,574.7
2024-10-09,571.0
2024-10-10,913.0
2024-10-11,792.0
2024-10-12,683.2
2024-10-13,880.6
2024-10-15,1453.8
2024-10-16,427.7
2024-10-17,391.2
2024-10-18,865.4
2024-10-19,583.8
2024-10-20,734.9
2024-10-22,346.3
2024-10-25,603.6
2024-10-26,553.5
2024-10-27,149.6
2024-10-29,309.5
2024-10-30,550.0
2024-10-31,269.0
