Data,Total
2024-08-01,741.6
2024-08-02,1311.9
2024-08-03,1103.8
2024-08-04,1274.8
2024-08-06,619.8
2024-08-07,374.3
2024-08-08,471.0
2024-08-09,456.6
2024-08-10,1312.1
2024-08-11,92.0
2024-08-13,894.4
2024-08-14,808.7
2024-08-15,1603.0
2024-08-16,1438.1
2024-08-17,1548.1
2024-08-18,873.8
2024-08-20,1004.8
2024-08-21,922.6
2024-08-22,1279.5
2024-08-23,925.4
2024-08-24,871.0
2024-08-25,617.0
2024-08-27,581.2
2024-08-28,776.9
2024-08-29,318.0
2024-08-30,1872.4
2024-08-31,1538.0
