Data,Total
2025-04-01,633.8
2025-04-02,194.93
2025-04-03,456.86
2025-04-04,298.91
2025-04-05,843.76
2025-04-06,290.9
2025-04-08,511.85
2025-04-09,696.78
2025-04-10,704.77
2025-04-11,847.73
2025-04-12,1767.4
2025-04-13,208.94
2025-04-15,966.69
2025-04-16,570.79
2025-04-17,927.7
2025-04-18,777.74
2025-04-19,2145.28
2025-04-20,1867.41
2025-04-21,681.78
2025-04-22,317.91
2025-04-24,295.91
2025-04-25,150.96
2025-04-26,340.89
2025-04-27,352.89
2025-04-29,214.93
2025-04-30,499.84
