Data,Total
2024-09-01,812.7
2024-09-03,509.4
2024-09-04,720.0
2024-09-05,554.0
2024-09-06,799.7
2024-09-07,1544.3
2024-09-08,474.0
2024-09-10,286.0
2024-09-11,358.5
2024-09-12,835.2
2024-09-13,402.1
2024-09-14,964.4
2024-09-15,348.0
2024-09-17,354.0
2024-09-18,960.4
2024-09-19,443.0
2024-09-20,1132.7
2024-09-21,1810.2
2024-09-22,753.0
2024-09-24,485.0
2024-09-25,606.8
2024-09-26,234.0
2024-09-27,1392.4
2024-09-28,2235.5
2024-09-29,613.3
