Data,Total
2024-11-01,822.1
2024-11-02,1475.3
2024-11-03,290.6
2024-11-05,692.8
2024-11-06,541.0
2024-11-07,640.0
2024-11-08,905.1
2024-11-09,932.7
2024-11-10,384.0
2024-11-12,323.0
2024-11-13,589.0
2024-11-14,640.0
2024-11-15,1559.0
2024-11-16,2026.7
2024-11-17,1084.7
2024-11-19,535.0
2024-11-20,708.0
2024-11-21,259.0
2024-11-22,474.8
2024-11-23,1043.8
2024-11-24,1022.9
2024-11-26,491.0
2024-11-27,381.0
2024-11-28,470.0
2024-11-29,1085.0
2024-11-30,1387.6
