Data,Total
2024-12-01,283.0
2024-12-03,183.0
2024-12-04,543.0
2024-12-05,665.0
2024-12-06,1310.5
2024-12-07,498.2
2024-12-08,546.1
2024-12-10,519.0
2024-12-11,651.0
2024-12-12,1291.0
2024-12-13,902.4
2024-12-14,970.38
2024-12-15,872.25
2024-12-17,1059.69
2024-12-18,566.64
2024-12-19,833.46
2024-12-20,428.69
2024-12-21,931.95
2024-12-22,726.66
2024-12-23,599.93
2024-12-24,723.78
2024-12-26,438.86
2024-12-27,1386.14
2024-12-28,2588.98
2024-12-29,2701.09
2024-12-30,1780.4
2024-12-31,382.87
