Data,Total
2025-01-01,2996.04
2025-01-02,3236.95
2025-01-03,3176.01
2025-01-04,2697.11
2025-01-05,2213.23
2025-01-08,925.69
2025-01-09,1016.64
2025-01-10,1022.68
2025-01-11,2031.3
2025-01-12,1353.56
2025-01-14,1306.58
2025-01-15,1049.63
2025-01-16,906.7
2025-01-17,1518.52
2025-01-18,1372.55
2025-01-19,988.67
2025-01-21,1136.63
2025-01-22,382.88
2025-01-23,448.85
2025-01-24,1330.59
2025-01-25,1664.48
2025-01-26,664.78
2025-01-28,622.8
2025-01-29,518.84
2025-01-30,444.85
2025-01-31,980.68
